N,District,Price,Rooms,Totsp,Livesp,Kitsp,Brick,Floor,Nfloors,Dist,Metrdist,Walk,Bal,Tel,New
2337,2,9250000,2,54.0,30.0,10.0,0,14,14,8.04,10,0,1,0,1
2338,2,9264479,1,42.4,17.9,11.1,1,12,15,6.07,1,1,1,-,0
2339,2,9275200,1,52.7,-,-,1,1,15,4.33,10,1,1,-,0
2340,2,9275886,2,47.2,30.0,10.0,1,11,23,9.11,15,1,0,-,0
2341,2,9280000,3,64.0,44.0,7.0,0,10,12,8.02,15,1,1,1,1
2342,2,9295000,1,41.4,17.5,10.0,0,16,25,7.28,4,0,1,1,1
2343,2,9298300,2,53.5,20.3,18.1,1,10,18,6.08,10,1,0,-,0
2344,2,9300000,2,44.0,32.0,5.0,1,8,8,5.42,10,1,0,-,1
2345,2,9300000,3,65.0,46.0,8.0,0,9,12,8.79,11,1,1,1,1
2346,2,9300000,2,54.8,36.0,8.0,0,3,4,8.46,6,1,1,1,1
2347,2,9300000,3,58.5,43.1,6.0,0,4,9,9.17,3,1,1,1,1
2348,2,9300000,3,64.0,37.4,8.0,0,3,12,8.47,15,1,1,0,1
2349,2,9300000,2,52.0,31.6,9.0,0,7,12,8.16,2,1,1,0,1
2350,2,9308124,1,60.1,24.4,17.4,0,8,16,8.47,-,0,1,-,0
2351,2,9326317,2,59.3,22.1,20.6,1,4,18,6.08,10,1,0,-,0
2352,2,9341645,1,44.1,21.3,10.2,1,11,11,6.07,1,1,1,-,0
2353,2,17517000,3,108.0,82.6,15.0,1,9,38,6.0,7,1,0,-,0
2354,2,17865000,3,104.4,-,-,1,3,3,3.25,15,1,0,-,0
2355,2,6716710,2,46.5,-,-,0,4,20,7.23,-,0,0,-,0
2356,2,9350000,2,51.8,30.7,10.2,0,14,17,7.55,5,0,1,0,1
2357,2,9352530,2,60.3,-,-,0,4,20,7.23,-,0,0,-,0
2358,2,9365505,1,44.9,20.4,11.1,1,8,15,6.07,1,1,1,-,0
2359,2,9368360,2,59.9,-,-,0,7,20,7.23,-,0,0,-,0
2360,2,9391488,3,59.2,-,-,0,6,16,7.23,-,0,0,-,0
2361,2,9398310,2,59.9,-,-,0,10,20,7.23,-,0,0,-,0
2362,2,9398310,2,59.9,-,-,0,9,20,7.23,-,0,0,-,0
2363,2,9400000,2,51.0,51.0,-,1,4,20,4.31,10,1,1,-,0
2364,2,9400000,2,50.0,28.4,11.1,0,4,15,7.27,4,1,1,1,1
2365,2,9421088,3,59.3,-,-,0,9,16,7.23,-,0,0,-,0
2366,2,9429550,2,57.9,22.1,20.6,1,6,18,6.08,10,1,0,-,0
2367,2,9430600,2,61.0,-,-,0,2,20,7.23,-,0,0,-,0
2368,2,9440240,2,60.0,-,-,0,19,20,7.23,-,0,0,-,0
2369,2,9441830,1,42.9,20.8,10.3,1,11,11,6.07,1,1,1,-,0
2370,2,9450000,2,54.0,31.0,10.0,0,10,12,8.56,7,0,1,1,1
2371,2,9460500,1,59.7,-,-,0,20,20,7.23,-,0,0,-,0
2372,2,9500000,3,65.0,49.0,7.5,0,4,12,7.92,11,1,1,0,1
2373,2,9500000,2,59.0,38.0,-,0,1,9,9.54,8,1,1,1,1
2374,2,9500000,3,72.0,43.0,9.0,0,5,17,11.64,15,1,1,1,1
2375,2,9500000,3,65.0,45.0,7.5,0,3,9,9.16,8,1,1,1,1
2376,2,9500000,1,38.4,20.0,10.0,0,10,22,4.32,15,1,1,1,1
2377,2,9500000,3,58.0,38.0,5.5,0,4,5,3.69,3,1,1,0,1
2378,2,9500000,3,58.0,40.0,6.0,0,3,12,7.12,6,1,1,0,1
2379,2,9500000,1,40.4,15.7,12.0,1,4,16,6.89,4,1,1,1,1
2380,2,9500000,3,51.1,34.5,6.0,0,5,9,8.83,13,1,1,1,1
2381,2,17232000,4,121.8,-,-,1,3,3,3.25,15,1,0,-,1
2382,2,4547200,1,40.6,17.3,13.6,1,4,20,8.25,8,1,0,-,0
2383,2,24244706,3,101.0,59.5,14.0,1,15,18,8.1,11,1,0,-,0
2384,2,9500000,4,83.0,60.0,9.4,0,5,5,8.78,18,1,0,1,1
2385,2,9527744,3,65.6,-,-,0,2,20,7.23,-,0,0,-,0
2386,2,9530000,2,50.0,34.0,16.0,0,5,9,8.52,10,1,1,1,1
2387,2,9530000,2,50.0,34.0,-,0,5,9,8.52,7,0,1,1,1
2388,2,9534200,1,49.4,13.8,22.0,1,7,11,9.18,10,1,1,-,0
2389,2,9571200,1,59.8,22.4,16.8,0,1,16,8.47,-,0,1,-,0
2390,2,9586590,2,61.1,-,-,0,11,20,7.23,-,0,0,-,0
2391,2,9600000,2,45.4,30.1,6.0,0,1,12,9.44,5,1,0,1,1
2392,2,9600000,2,53.6,31.4,9.0,0,10,17,11.64,12,0,1,1,1
2393,2,9600000,3,63.0,45.1,6.6,0,5,12,6.79,7,1,1,-,1
2394,2,9601995,1,46.7,12.2,22.0,1,8,11,9.18,10,1,1,-,0
2395,2,9610130,2,63.1,-,-,0,4,18,7.23,-,0,0,-,0
2396,2,9610130,2,63.1,-,-,0,5,18,7.23,-,0,0,-,0
2397,2,9629360,2,61.2,-,-,0,17,20,7.23,-,0,0,-,0
2398,2,9629360,2,61.2,-,-,0,19,20,7.23,-,0,0,-,0
2399,2,9629360,2,61.2,-,-,0,14,20,7.23,-,0,0,-,0
2400,2,9666859,1,43.7,12.6,20.4,1,13,24,6.07,1,1,1,-,0
2401,2,9681762,1,47.1,14.6,19.3,1,9,11,9.18,10,1,1,-,0
2402,2,9696572,2,59.3,22.1,20.6,1,6,18,6.08,10,1,0,-,0
2403,2,9700000,2,52.0,31.0,10.0,0,17,17,7.88,10,1,1,1,1
2404,2,9700000,1,45.0,21.0,12.0,0,2,17,6.8,5,1,1,-,1
2405,2,9700000,3,63.0,45.5,6.6,0,5,12,7.1,1,1,1,1,1
2406,2,9700000,2,69.5,35.9,12.4,0,9,9,7.55,15,1,0,1,1
2407,2,9711520,2,64.4,-,-,0,2,18,7.23,-,0,0,-,0
2408,2,9719206,2,58.9,23.3,20.4,1,9,18,6.08,10,1,0,-,0
2409,2,4800000,1,39.0,29.0,10.0,1,2,6,8.6,14,1,0,0,1
2410,2,17232000,4,121.8,-,-,1,3,3,3.25,15,1,0,-,1
2411,2,18900000,2,90.0,40.0,14.0,1,5,25,7.28,5,0,1,1,1
2412,2,9750000,2,45.0,30.0,7.5,0,6,9,5.2,14,1,1,1,1
2413,2,9750000,2,54.0,32.0,10.0,0,3,17,7.68,24,1,1,0,1
2414,2,9750000,3,59.0,39.0,5.7,0,8,9,7.16,11,1,1,1,1
2415,2,9750000,3,67.0,44.0,9.0,0,12,12,8.74,5,1,1,1,1
2416,2,9772200,2,54.3,22.1,20.6,1,11,18,6.08,10,1,0,-,0
2417,2,9795702,1,50.1,-,-,1,9,23,9.11,15,1,0,-,0
2418,2,9848916,2,58.1,23.3,20.4,1,16,18,6.08,10,1,0,-,0
2419,2,9880000,3,80.2,53.0,13.4,1,10,20,7.23,-,0,1,-,0
2420,2,9893220,2,64.2,-,-,0,9,18,7.23,-,0,0,-,0
2421,2,9893220,2,64.2,-,-,0,11,18,7.23,-,0,0,-,0
2422,2,9900000,3,64.0,47.0,9.0,0,10,16,6.44,10,1,1,1,1
2423,2,9900000,4,75.0,52.0,8.0,0,1,12,7.16,10,1,0,1,1
2424,2,9900000,2,44.8,28.2,5.9,0,14,15,2.55,6,1,1,-,1
2425,2,9900000,2,59.0,32.0,10.0,1,1,17,9.02,3,0,0,0,1
2426,2,9900000,1,51.6,35.5,10.0,1,3,18,8.03,15,1,0,0,1
2427,2,9934161,2,68.4,32.1,18.0,1,8,18,6.08,10,1,0,-,0
2428,2,9938160,2,64.3,-,-,0,16,18,7.23,-,0,0,-,0
2429,2,9938160,2,64.3,-,-,0,17,18,7.23,-,0,0,-,0
2430,2,9938366,2,50.7,-,-,1,10,23,9.11,15,1,0,-,0
2431,2,9950000,3,67.0,43.0,9.1,0,6,14,9.79,25,1,1,1,1
2432,2,9950000,2,43.2,25.0,6.2,0,2,14,2.29,5,1,1,0,1
2433,2,9979750,1,52.3,20.7,15.0,0,14,16,8.47,-,0,1,-,0
2434,2,9990000,2,56.0,32.0,9.0,1,13,14,5.43,15,1,1,1,1
2435,2,9990000,1,37.0,29.0,8.0,1,6,7,3.27,11,1,0,0,1
2436,2,10000000,3,60.0,43.0,6.0,0,2,9,3.16,12,0,1,1,1
2437,3,34950000,3,114.0,68.0,14.0,0,21,35,15.37,10,1,0,1,1
2438,3,13257000,1,49.1,20.0,14.0,1,11,13,8.74,3,1,1,1,1
2439,3,6000000,2,38.1,21.5,7.1,0,2,12,9.79,15,1,0,1,1
2440,3,3050000,1,13.0,9.0,2.0,1,5,5,9.67,15,1,1,1,1
2441,3,3300000,1,13.3,9.0,1.0,1,3,5,16.68,5,1,0,1,1
2442,3,3600000,1,16.0,14.0,-,1,1,3,16.11,10,0,0,0,1
2443,3,3600000,1,15.0,13.0,2.0,1,5,6,18.2,12,1,0,-,1
2444,3,3800000,1,24.5,17.0,4.0,1,5,5,12.65,15,1,0,-,1
2445,3,3990000,1,49.0,22.0,10.0,1,22,25,22.38,5,0,1,-,0
2446,3,4000000,1,27.0,19.0,4.5,1,5,5,14.64,15,1,0,-,1
2447,3,4000000,2,38.2,24.0,7.0,0,1,14,18.17,18,1,0,-,1
2448,3,4100000,2,46.0,32.0,6.5,0,1,2,21.73,10,0,0,-,1
2449,3,4100000,1,24.0,16.0,4.0,0,5,5,12.65,12,1,0,-,1
2450,3,4100000,1,24.0,16.0,4.0,1,5,5,12.65,15,1,0,-,1
2451,3,4150000,1,32.0,20.0,6.0,0,1,5,12.88,5,0,0,-,1
2452,3,4150000,1,24.0,14.0,4.5,0,5,5,15.13,14,1,0,-,1
2453,3,4200000,1,36.0,18.0,9.0,0,2,10,18.86,10,0,1,-,1
2454,3,4200000,1,31.5,19.5,6.0,0,5,9,18.29,10,0,1,1,1
2455,3,4300000,1,25.0,14.0,4.0,1,1,5,9.31,18,1,0,1,1
2456,3,4300000,1,31.0,19.0,6.0,0,5,5,12.85,23,1,1,1,1
2457,3,4300000,1,28.4,17.0,5.7,1,1,5,13.95,10,1,0,1,1
2458,3,4400000,1,32.0,20.0,6.0,0,5,5,13.5,5,0,1,0,1
2459,3,4400000,1,33.0,19.4,6.0,1,5,9,19.07,29,1,1,1,1
2460,3,4400000,1,40.0,21.0,9.3,0,1,12,18.82,10,0,0,1,1
2461,3,4450000,1,34.7,20.9,7.0,0,9,9,18.31,10,0,1,1,1
2462,3,4450000,1,31.7,21.0,6.0,0,1,9,15.26,14,1,0,1,1
2463,3,4500000,1,33.0,20.3,6.0,0,1,5,14.53,15,1,0,1,1
2464,3,4500000,1,35.1,20.0,10.0,0,14,14,18.02,15,1,1,1,1
2465,3,6200000,1,38.0,20.0,9.7,0,4,12,16.5,15,1,1,1,1
2466,3,29800000,4,228.0,125.0,21.8,0,15,16,14.14,-,0,1,-,1
2467,3,13257000,1,49.0,20.0,14.0,1,11,13,8.66,7,1,1,-,0
2468,3,4500000,1,38.1,23.0,7.8,0,1,9,13.29,10,1,0,-,1
2469,3,4500000,1,32.7,20.1,5.4,1,3,5,13.28,-,0,1,-,1
2470,3,4500000,1,33.0,19.0,7.0,0,8,9,16.92,15,1,0,1,1
2471,3,4500000,1,36.0,19.0,9.0,0,14,15,18.02,15,1,1,-,1
2472,3,4500000,1,30.4,18.6,5.6,0,4,5,12.71,10,1,1,1,1
2473,3,4500000,1,33.5,17.5,8.0,0,12,12,19.04,5,0,1,1,1
2474,3,4500000,1,36.0,23.0,7.0,0,7,9,19.71,20,1,1,1,1
2475,3,4500000,1,34.1,20.9,5.4,1,6,9,19.07,12,1,1,1,1
2476,3,4600000,1,33.0,19.0,6.0,0,1,9,19.03,10,0,0,0,1
2477,3,4600000,1,32.0,20.0,5.5,0,4,5,9.96,16,1,1,1,1
2478,3,4600000,1,32.0,21.0,6.0,0,5,5,14.03,10,1,1,1,1
2479,3,4600000,1,32.0,26.0,6.0,0,1,5,17.58,12,1,0,1,1
2480,3,4600000,1,31.7,21.4,5.2,0,4,9,16.24,3,1,1,1,1
2481,3,4600000,1,36.0,20.0,9.0,0,2,12,19.27,15,1,0,1,1
2482,3,4600000,1,32.8,19.0,6.0,0,9,9,17.71,15,1,0,1,1
2483,3,4600000,1,33.0,18.0,7.5,0,4,9,13.48,-,0,0,1,1
2484,3,4600000,1,31.9,21.4,5.3,0,2,9,14.47,15,1,0,-,1
2485,3,4600000,1,31.0,18.0,6.0,0,1,5,15.46,12,1,0,0,1
2486,3,4650000,1,33.0,19.0,7.0,0,2,9,18.32,10,1,0,1,1
2487,3,4650000,1,24.0,15.0,3.0,0,3,9,8.52,15,1,0,1,1
2488,3,4700000,1,32.0,20.0,6.0,0,1,5,10.26,20,1,0,-,1
2489,3,4700000,1,32.6,18.7,6.6,0,9,9,12.93,15,1,0,1,1
2490,3,4700000,1,32.0,20.0,5.5,0,2,5,17.28,10,1,1,1,1
2491,3,4700000,1,32.0,17.0,7.0,0,5,9,19.25,29,1,0,-,1
2492,3,4700000,1,34.8,19.0,8.0,0,12,12,18.87,12,1,0,-,1
2493,3,6500000,2,38.0,23.0,6.0,1,6,9,9.3,12,1,1,-,1
2494,3,5150000,1,35.0,18.0,7.0,1,3,5,16.54,8,1,0,1,1
2495,3,6400000,2,45.1,27.0,5.8,0,3,12,12.12,23,1,1,0,1
2496,3,4700000,1,30.0,18.0,6.0,1,5,5,9.17,15,1,1,0,1
2497,3,4750000,1,39.4,20.9,9.0,0,6,12,19.44,10,0,1,1,1
2498,3,4760000,1,31.0,20.0,7.0,0,7,9,19.53,15,0,1,0,1
2499,3,4780000,1,32.0,20.0,5.5,1,2,9,19.07,15,0,0,-,1
2500,3,4790000,1,32.0,17.6,6.0,0,2,5,9.9,7,1,1,0,1
2501,3,4800000,1,33.0,23.0,6.0,1,3,6,18.15,18,1,0,1,1
2502,3,4800000,1,34.0,17.0,9.0,0,3,5,16.1,13,1,0,1,1
2503,3,4850000,1,33.0,21.0,6.0,0,2,5,17.21,12,1,1,1,1
2504,3,4850000,1,31.0,18.0,6.0,0,4,5,13.1,18,1,1,-,1
2505,3,4850000,2,45.0,30.5,6.0,0,1,5,12.7,10,1,0,0,1
2506,3,4900000,1,30.0,19.0,5.0,0,3,5,15.45,10,1,1,0,1
2507,3,4900000,1,31.8,21.6,6.0,0,5,9,18.3,15,1,1,-,1
2508,3,4900000,1,35.0,25.0,6.0,0,2,12,18.27,-,0,0,1,1
2509,3,4900000,1,40.0,20.0,8.0,0,2,11,25.44,-,0,1,0,1
2510,3,4900000,1,33.0,19.0,6.5,1,4,5,18.17,8,1,1,1,1
2511,3,4900000,1,32.0,19.4,6.0,0,3,9,8.92,20,1,1,1,1
2512,3,4900000,1,33.0,20.4,6.0,0,1,5,14.61,21,1,0,1,1
2513,3,4900000,1,32.5,18.6,6.6,0,6,9,18.72,7,1,0,0,1
2514,3,4950000,1,39.0,19.5,10.0,0,2,16,18.59,15,1,1,-,1
2515,3,4950000,1,38.5,25.0,8.0,0,3,12,13.69,-,0,1,1,1
2516,3,4950000,1,33.0,17.7,7.0,0,7,9,19.28,15,1,0,1,1
2517,3,4950000,1,33.0,17.7,7.0,0,7,9,19.28,15,1,0,1,1
2518,3,4950000,1,31.6,20.2,5.1,0,4,5,19.15,15,0,1,1,1
2519,3,4950000,1,41.0,20.0,10.0,0,2,17,24.7,10,0,1,0,1
2520,3,4950000,1,31.0,17.5,5.5,0,3,5,15.11,15,1,1,1,1
2521,3,7900000,3,60.0,39.0,5.5,0,6,9,19.62,6,0,1,-,1
2522,3,19400000,2,72.7,38.9,11.9,1,22,29,8.3,15,1,1,1,1
2523,3,19000000,3,81.4,48.9,9.3,1,7,7,8.07,7,1,1,1,1
2524,3,4980000,1,38.0,20.0,9.6,0,8,14,19.75,9,0,1,0,1
2525,3,4990000,2,45.0,29.0,6.0,0,2,5,15.07,10,0,1,1,1
2526,3,4999000,1,30.0,18.0,6.0,1,6,9,17.63,15,1,1,1,1
2527,3,5000000,2,44.0,29.0,6.0,1,5,5,12.7,25,1,1,0,1
2528,3,5000000,1,33.5,17.0,8.5,0,3,5,9.43,12,0,0,0,1
2529,3,5000000,1,33.0,18.0,6.0,0,8,9,17.14,5,1,0,-,1
2530,3,5000000,1,31.0,17.0,5.5,1,4,5,10.19,5,0,1,1,1
2531,3,5000000,1,28.8,16.0,5.5,1,5,5,14.18,8,1,1,1,1
2532,3,5000000,1,33.0,20.0,7.0,0,4,9,14.68,7,1,1,-,1
2533,3,5000000,1,39.0,20.0,10.0,0,6,22,19.81,-,0,1,0,1
2534,3,5000000,1,31.0,18.0,6.0,1,3,9,19.13,25,1,1,1,1
2535,3,5000000,1,34.0,18.0,9.0,0,1,12,16.23,10,1,0,1,1
2536,3,5000000,1,33.0,19.0,7.0,0,9,9,19.19,16,1,0,1,1
2537,3,5050000,1,40.0,21.0,8.5,0,6,14,19.12,-,0,1,1,1
2538,3,5100000,1,35.0,20.0,10.5,0,4,12,15.86,7,1,1,1,1
2539,3,5100000,1,34.0,20.0,6.0,0,5,5,18.58,7,1,1,1,1
2540,3,5100000,1,38.0,18.0,-,0,1,9,18.39,10,1,0,-,1
2541,3,5100000,1,33.0,18.0,6.0,0,9,9,19.11,15,1,1,1,1
2542,3,5100000,1,38.0,19.1,8.4,0,8,10,20.92,15,1,1,-,1
2543,3,5100000,1,30.1,16.7,6.0,1,5,5,15.97,9,1,1,1,1
2544,3,5100000,2,49.0,29.1,7.0,0,1,9,19.28,-,0,1,0,1
2545,3,5100000,1,36.5,20.0,6.5,0,6,9,19.28,20,1,1,1,1
2546,3,5100000,1,38.0,21.0,10.0,0,2,14,18.68,-,0,1,1,1
2547,3,5100000,1,33.0,20.0,7.0,0,5,5,18.58,10,1,1,1,1
2548,3,5100000,1,34.0,21.0,6.0,0,4,9,19.36,15,1,1,-,1
2549,3,6150000,2,44.0,27.0,6.0,0,5,5,15.23,14,1,1,-,1
2550,3,16400000,2,73.0,38.0,12.0,1,7,29,8.36,15,1,1,0,1
2551,3,8500000,3,65.0,40.0,10.0,0,8,9,19.5,17,1,1,1,1
2552,3,5100000,1,36.3,20.0,6.0,0,2,9,17.48,10,1,1,1,1
2553,3,5100000,1,35.0,19.0,6.0,0,4,5,9.66,7,1,1,0,1
2554,3,5100000,1,35.4,19.6,10.0,0,11,12,19.11,15,1,0,1,1
2555,3,5100000,1,32.7,18.6,6.7,0,5,9,18.72,7,1,0,1,1
2556,3,5200000,1,38.0,17.0,7.0,0,5,12,24.38,4,0,1,0,1
2557,3,5200000,1,31.7,17.1,6.0,1,9,9,17.96,5,1,0,1,1
2558,3,5200000,1,34.6,19.5,9.0,0,4,9,19.46,15,1,0,1,1
2559,3,5200000,1,38.0,19.0,8.5,0,2,12,21.55,15,1,0,1,1
2560,3,5200000,2,44.2,26.7,6.0,0,1,14,18.01,15,1,0,1,1
2561,3,5200000,1,33.0,17.0,8.0,0,4,12,19.58,20,1,1,0,1
2562,3,5200000,2,44.8,30.0,5.9,0,5,5,12.7,-,0,1,0,1
2563,3,5200000,1,31.4,18.9,6.0,0,5,5,13.46,30,1,1,1,1
2564,3,5200000,1,29.8,18.3,6.0,1,6,9,15.57,12,1,1,1,1
2565,3,5200000,1,38.0,22.0,7.0,0,5,9,18.31,18,1,1,-,1
2566,3,5200000,2,42.0,27.0,6.0,1,3,5,7.96,15,0,1,0,1
2567,3,5200000,1,35.0,20.0,9.0,0,6,12,19.16,5,0,0,1,1
2568,3,5200000,1,30.0,18.0,6.0,1,1,9,19.56,10,0,0,0,1
2569,3,5200000,1,39.0,21.0,8.7,0,3,12,18.82,-,0,1,1,1
2570,3,5250000,2,42.0,27.0,6.0,0,1,5,14.85,4,1,0,-,1
2571,3,5250000,1,34.0,18.0,10.0,0,8,12,9.89,12,1,1,1,1
2572,3,5250000,1,32.9,20.2,-,0,2,5,15.75,9,1,1,1,1
2573,3,5250000,1,31.0,18.0,6.0,1,9,9,16.4,10,1,1,-,1
2574,3,5300000,1,32.0,18.0,6.0,0,6,9,17.96,6,1,1,1,1
2575,3,5300000,2,37.0,23.0,7.0,0,2,9,18.09,15,1,0,1,1
2576,3,5300000,1,43.0,21.0,9.0,0,12,12,19.72,15,0,1,1,1
2577,3,23401884,2,68.1,-,-,0,8,13,13.81,6,0,1,-,0
2578,3,13800000,1,59.0,19.0,13.6,1,16,17,8.31,10,0,1,-,0
2579,3,6288218,1,37.4,14.9,10.1,1,3,23,10.71,10,1,1,-,0
2580,3,5300000,1,30.5,19.0,5.5,1,4,5,14.79,18,1,1,1,1
2581,3,5300000,1,30.0,18.0,6.0,1,1,5,11.08,10,1,0,-,1
2582,3,5300000,2,36.8,22.8,7.3,0,2,9,18.09,16,1,0,0,1
2583,3,5300000,1,38.0,19.2,7.6,0,15,17,25.44,15,0,1,0,1
2584,3,5300000,1,35.0,20.0,9.0,0,4,12,18.62,15,1,1,1,1
2585,3,5300000,2,40.0,25.0,6.0,0,5,5,15.61,5,1,1,1,1
2586,3,5300000,1,39.9,20.9,8.6,0,3,12,19.3,20,1,1,-,1
2587,3,5350000,1,35.0,21.0,7.0,0,5,9,18.14,27,1,1,-,1
2588,3,5350000,2,42.0,26.0,6.0,0,3,5,14.8,3,1,0,0,1
2589,3,5350000,1,42.0,21.0,9.0,0,11,14,18.09,-,0,1,1,1
2590,3,5350000,2,45.0,30.0,6.0,0,1,5,15.09,15,1,0,1,1
2591,3,5350000,1,32.0,20.0,6.0,0,5,5,17.66,13,1,1,1,1
2592,3,5390000,1,33.0,18.0,6.5,1,5,9,9.28,15,1,1,-,1
2593,3,5400000,2,45.0,30.0,6.0,0,2,5,19.03,7,0,1,-,1
2594,3,5400000,1,37.0,20.0,7.0,0,4,9,19.42,5,0,1,1,1
2595,3,5400000,1,37.0,20.0,7.0,0,4,9,19.42,5,0,1,1,1
2596,3,5400000,1,35.0,20.0,10.0,0,9,12,17.3,15,1,1,1,1
2597,3,5400000,1,35.0,20.0,10.0,0,2,12,13.8,17,1,0,-,1
2598,3,5400000,2,40.3,26.4,6.0,0,1,5,17.58,15,1,0,0,1
2599,3,5400000,1,36.0,21.0,6.5,0,6,9,18.19,20,1,1,1,1
2600,3,5490000,1,43.5,19.9,10.5,0,19,24,25.69,8,0,1,0,1
2601,3,5500000,1,33.0,19.0,7.0,0,6,9,9.18,20,1,0,1,1
2602,3,5500000,2,45.0,29.0,6.0,0,1,9,18.46,22,1,0,1,1
2603,3,5500000,1,33.0,19.3,6.0,0,3,5,9.56,14,1,1,-,1
2604,3,5500000,1,30.0,18.0,6.0,1,2,9,7.86,5,0,1,1,1
2605,3,19000000,3,81.4,48.9,9.3,1,7,7,8.07,7,1,1,1,1
2606,3,8990000,4,65.0,47.0,6.0,0,8,9,19.35,10,0,1,1,1
2607,3,6450000,2,45.0,28.0,5.5,0,4,5,18.73,10,1,1,1,1
2608,3,5500000,1,35.0,19.0,9.8,0,7,14,19.77,-,0,1,-,1
2609,3,5500000,2,33.6,16.2,-,0,1,12,14.98,9,1,0,0,1
2610,3,5500000,1,33.6,18.0,-,0,1,12,14.98,9,1,0,0,1
2611,3,5500000,1,36.0,20.0,9.0,0,7,12,15.83,10,1,1,1,1
2612,3,5500000,1,35.0,19.0,10.0,0,4,16,19.86,15,1,1,1,1
2613,3,5500000,2,42.5,27.7,5.0,0,3,5,18.91,16,1,1,0,1
2614,3,5500000,2,44.4,29.6,6.0,0,3,5,18.98,27,1,1,1,1
2615,3,5500000,1,33.3,19.1,6.7,0,6,9,19.48,10,0,0,0,1
2616,3,5500000,1,38.7,19.8,7.1,0,2,12,16.51,3,1,0,-,1
2617,3,5500000,2,43.8,27.7,5.4,1,1,5,16.14,9,1,0,-,1
2618,3,5500000,1,38.0,19.0,8.0,0,6,17,25.44,10,0,1,1,1
2619,3,5500000,1,35.0,20.0,10.0,0,2,12,19.18,5,0,1,0,1
2620,3,5550000,3,56.0,42.0,6.0,1,3,5,18.15,15,1,1,0,1
2621,3,5550000,2,45.0,28.7,5.8,0,5,5,17.9,10,1,1,1,1
2622,3,5550000,2,44.0,30.0,6.0,1,5,5,16.45,12,1,1,0,1
2623,3,5550000,1,34.0,19.0,8.0,1,3,5,13.89,21,1,1,1,1
2624,3,5600000,1,44.4,19.7,10.1,0,16,25,26.35,-,0,1,1,1
2625,3,5600000,1,34.8,21.3,6.4,0,7,9,19.28,10,0,1,-,1
2626,3,5600000,1,37.5,19.0,7.5,0,3,17,23.79,7,0,1,1,1
2627,3,5600000,1,39.0,19.0,8.5,0,3,17,13.95,-,0,1,1,1
2628,3,5600000,1,39.3,21.1,8.7,0,7,14,18.93,-,0,1,1,1
2629,3,5600000,2,44.0,24.0,9.3,0,1,12,13.22,5,0,0,-,1
2630,3,5600000,1,30.2,18.0,6.2,1,8,9,9.56,10,1,1,1,1
2631,3,5600000,2,45.0,28.0,6.0,0,6,9,19.43,28,1,1,1,1
2632,3,5600000,1,33.0,21.0,6.0,0,2,5,17.18,5,1,1,-,1
2633,3,11500000,2,64.4,35.0,13.0,0,14,14,17.83,14,1,1,1,1
2634,3,9700000,3,75.0,45.0,10.0,0,2,17,23.16,10,1,0,-,1
2635,3,9400000,2,55.0,33.0,9.0,0,17,18,15.95,8,1,1,1,1
2636,3,5600000,1,35.0,20.0,8.0,1,2,6,17.64,15,1,1,1,1
2637,3,5600000,1,33.0,19.0,6.0,1,5,9,18.67,29,1,0,-,1
2638,3,5600000,2,45.0,30.0,7.0,0,6,9,19.43,28,1,1,-,1
2639,3,5600000,2,46.0,30.0,6.0,0,4,5,18.18,15,1,1,1,1
2640,3,5600000,2,46.0,31.0,6.0,1,1,3,10.31,-,0,0,0,1
2641,3,5600000,3,60.0,40.0,7.0,0,5,9,18.08,6,1,1,-,1
2642,3,5600000,2,38.0,22.0,7.0,0,12,12,17.8,10,1,1,0,1
2643,3,5600000,2,40.0,23.5,6.4,0,7,14,19.61,20,1,1,0,1
2644,3,5600000,2,44.8,33.0,6.0,0,2,5,17.61,11,1,1,0,1
2645,3,5600000,1,34.1,19.2,9.6,0,13,16,18.66,26,1,1,1,1
2646,3,5600000,2,42.8,27.1,6.0,0,3,9,19.21,29,1,1,-,1
2647,3,5650000,2,44.0,30.0,6.0,1,5,5,9.62,20,1,1,-,1
2648,3,5690000,2,45.0,28.0,6.0,0,1,5,10.07,5,0,0,0,1
2649,3,5700000,2,42.0,27.0,5.0,0,5,5,12.75,10,0,1,0,1
2650,3,5700000,2,37.0,23.0,8.0,0,5,9,15.28,12,1,1,-,1
2651,3,5700000,1,36.0,20.0,10.0,0,10,12,14.54,10,1,1,-,1
2652,3,5700000,2,45.0,27.0,6.0,0,5,5,14.44,20,1,1,-,1
2653,3,5700000,2,43.0,29.0,-,0,1,5,14.57,15,1,0,-,1
2654,3,5700000,2,38.1,24.0,6.3,0,1,9,10.64,15,1,0,1,1
2655,3,5700000,2,45.0,28.0,7.0,0,9,9,18.45,15,1,0,1,1
2656,3,5700000,1,38.0,19.1,8.5,0,11,17,24.04,-,0,1,0,1
2657,3,5700000,1,37.0,20.0,7.0,0,4,9,19.77,10,0,1,1,1
2658,3,5700000,2,40.0,27.0,7.0,0,12,12,17.94,20,1,1,1,1
2659,3,5700000,1,35.0,18.0,9.0,0,1,12,18.42,6,1,0,0,1
2660,3,5700000,1,39.0,18.0,9.0,0,7,17,24.68,15,0,1,-,1
2661,3,12300000,2,65.7,42.0,8.0,0,7,7,5.35,3,1,0,-,1
2662,3,10400000,3,76.0,44.0,13.0,0,8,17,24.61,5,0,1,1,1
2663,3,14202000,1,44.8,-,-,1,13,17,8.31,20,0,1,-,0
